DataHoraAbertura;NumProcesso;Cliente;Prioridade;Tecnico;DescricaoProb;ComoReproduzir;Classificacao;Departamento
08/02/2022 10:00;5294;2411;1;FS;O problema reportado no processo PAT/000/PRI/5247 não se encontra resolvido na BD Forum Republica LDA    ;O problema reportado no processo PAT/000/PRI/5247 não se encontra resolvido na BD Forum Republica LDA;0;Cluster A
04/03/2022 10:24;5653;1987;1;FS;Completar descrição    ;3036401 Bobine COIL 24DN01-40-1836 ;1;Cluster B
09/08/2023 12:12;12578;2411;1;PM;Criação nova empresa Fiscal reporting    ;Criação nova empresa Fiscal reporting;1;Cluster B
28/12/2021 15:37;4503;1099;1;FS;Empresa YEWTREE    ;NÃO FOI RESOLVIDO O PROBLEMA DAS TABELAS DE IRS 2021 A IMPORTAR ;1;Cluster B
17/06/2022 11:11;6891;2277;3;HR;Acesso ao primavera do utilizador Marcia.fernandes    ;O utilizador acima referido não consegue aceder ao Primavera. É essencial para o trabalho diário. Agradeço a ajuda para o número ;2;Cluster C
18/09/2023 09:10;12998;1099;1;TE;E-MAIL    ;NÃO ESTOU A RECEBER / ENVIAR;1;Cluster B
05/04/2022 10:04;6048;1099;1;FS;EMPRESA MAVIVA    ;AJUDA A ANULAR UMA FICHA EM EQUIPAMENTO E ATIVO DO ANO 2021 QUANDO JÁ FOI PROCESSADO DEPRECIAÇÕES;1;Cluster B
27/11/2023 09:42;13633;2411;1;HR;Novo Problema Impressão dos recibos    ;Novo Problema Impressão dos recibos;1;Cluster B
23/06/2023 09:29;11951;1533;2;AF;Faturação - Problemas partidas    ;Faturação - Problemas partidas;1;Cluster B
02/12/2022 13:29;8585;1728;1;TE;URGENTE / OS RELATÓRIO QUE TIRO NO INICIO DO MÊS, NÃO VAÕ PARA A PASTA DOS RELATÓRIOS!!!OBRIGADA TAMBÉM AS ENTRADAS / SAIDAS CONTINUAM SM ESTAR CORRIGIDAS DESDE  OUTUBRO 22.    ;PROCESSO CRIADO EM TRIPLICADO   INTERVENÇÃO REGISTADA NO Processo Nº PAT/000/PRI/8611 - 1728;3;Cluster D
22/12/2022 16:36;8856;2361;1;TE;atualização do programa de faturação  e do programa para certas empresas      Atcud e atualização de software - contatar  Sónia Peixoto;JÁ EXISTE UM PROCESSO COM ESTA INTERVENÇÃO ;2;Cluster C
23/02/2022 09:29;5535;2424;3;DD;Bom Dia Precisamos de uma script que limpe todos os movimentos de stock de um armazém e apartir de uma determinada data. Por exemplo:Queremos limpar todos os movimentos de stock do armazém A3 anteriores a 31/08/2022.    ;Limpar movimentos de stock de um armazem;2;Cluster C
01/02/2022 11:13;5187;2428;3;MR;Bom dia, a minha colega Tânia está a tentar desativar lotes sem stock mas aparece um erro. Envio o anexo do print do erro.    ;Obrigada;2;Cluster C
27/09/2023 09:35;13096;1533;1;TE;Computador do Sr. Neto - Windows    ;No Computador do Sr. Neto esta aparecer a mensagem  Atualizar a copia do Windows;1;Cluster B
04/11/2022 13:27;8278;1728;1;PM;- retirar das faturas emitidas nas lojas o valor em conta corrente  - EF Avenida- queixaram-se que não conseguem tirar sell out da estação PV22. Sabe alguma coisa sobre este problema  - Problema com as consignações das lojas - EF Aviz + vyp com consignações em duplicado ;PEÇO PARA ENVIAREM EMAIL A/C  DA MINHA SUPOERVISORA CRISTINA  GOUVEIA , A CLARIFICAR O ASSUNTO .OBG;2;Cluster C
30/03/2022 13:55;5976;1586;1;TE;Retirar do rodapé do layout da fatura da Wieland Austria a última conta bancária (OBERBANK). Foi o Paulo Magalhães que customizou este layout.     ;"Precisava também que aparecesse no utilizador Andreia Morim na emissão das faturas da Wieland, os ""campos de utilizador"". ";2;Cluster C
02/02/2022 09:01;5201;2332;3;FS;Nao sao gerados os recibos para envio por email    ;email;0;Cluster A
16/11/2022 17:40;8422;1287;3;TE;Não consigo aceder ao office extensions.    ;Problema no suplemento;0;Cluster A
28/07/2023 10:50;12466;2377;2;TE;não consigo tirar recibo  deve ser atualizações vossa depois da este erros.    ;"diz que ""Não é permitido liquidar o valor 276.78€ com o documento FA1779 o valor pendente é 276.775€.";2;Cluster C
01/02/2023 10:01;9663;1900;2;FS;Processamento salários - penhoras antigas    ;Ao fazer o processamento nos trabalhadores com penhoras de anos anteriores, o sistema foi buscar essas mesmas penhoras, agora no processamento de janeiro. Mesmo removendo as linhas, outras aparece de forma interminável.;1;Cluster B
28/11/2022 12:01;8539;2160;1;TE;Necessito de instalar o primavera num computador novo, e dar acesso ao servidor    ;Necessito de instalar o primavera num computador novo, e dar acesso ao servidor;2;Cluster C
24/01/2024 17:56;14410;1061;3;FS;Abertura do ano 2024 na contabilidade    ;Online;3;Cluster D
19/01/2022 10:18;4955;2013;1;MR;Alterar Report    ;"Bom dia, preciso de acrescentar campo  ""Verificado"" conforme anexo , código do documento passa a IDC11-3R2 ";1;Cluster B
13/03/2023 10:34;10343;1657;1;HR;O Office deixou de funcionar e não conseguimos trabalhar nem com Word nem com Excel, solicitamos a vossa ajuda com tem sido habitual. Obrigada    ;Se necessário contatar -  - Graça Leite;2;Cluster C
30/01/2023 15:47;9620;421;1;BL;Faturação eletrônica da empresa 2812021 - Bombeiros - parametrização.    ;.;3;Cluster D
10/07/2023 15:17;12226;960;2;HR;Resumo de projeto dá erro    ;Depois da migração para o Primavera 10 o resumo de projeto do módulo projetos e serviços dá erro.;0;Cluster A
31/03/2023 20:07;10709;1022;1;PM;Exercicio 2021 aberto    ;Preciso de bloquear o ano 2021 par amais duas empresas : A202013 E A022013;3;Cluster D
01/04/2022 17:14;6022;421;1;FS;o erro em anexo dá constantemente e tenho que reiniciar a aplicação e fazer o lançamento novamente.     ;.;2;Cluster C
10/10/2023 16:50;13203;2301;1;TE;Gravação Fatura    ;Boa Tarde, Ao tentar gravar a fatura do Carlos Cabaça, aparece-me a indicação que o documento não está correto e que o diário já existe...contudo quando verifico no diário não vejo este nº?!?!Mas não consigo gravar a fatura. Obrigado. Fátima Capito;1;Cluster B
14/09/2023 14:32;12963;2411;2;PM;Este fecho de contas está a devolver IRS negativo. Podem verificar? Tenho que enviar as contas de preferência hoje    ;BD Ticket line teste;2;Cluster C
27/07/2022 17:40;7317;1586;1;TE;Problema com NIF de cliente ao emitir a fatura. Indica que o NIF é distinto do que está no cadastro do cliente.    ;Problema com NIF de cliente ao emitir a fatura. Indica que o NIF é distinto do que está no cadastro do cliente.;2;Cluster C
12/07/2022 13:05;7157;2361;1;PM;temos 2 miúdos para os quais obtivemos apoios de 1ª emprego na MGS , o 40095 e o 40096    ;para estes 2 miúdos a empresa vai pagar apenas 50% da SS durante 60 meses, mas é necessário parametrizar a taxa;2;Cluster C
04/04/2023 15:01;10758;2092;1;TE;consigo emitir faturas eletrônicas?    ;PROCESSO CRIADO EM DUPLICADO;0;Cluster A
30/09/2021 11:49;3530;2301;1;HR;Bom dia, verifiquei que j? n?o tenho instalado o Internet Explorer, sendo que era  o ?nico que me permitia submeter SAFT's no E-Fatura, os outros browsers dizem que n?o t?m o JAVA.    ;Preciso de conseguir submeter SAFTS e outras declara??es fiscais pelo meu computador. Conseguem ajudar? Obrigada, Ana Cust?dio;2;Cluster C
05/12/2022 15:24;8611;1728;1;TE;Relatórios do fim do mês/ Ao guardar os relatórios não vã para a Pasta Criada no ambiente de trabalho ( RELATÓRIOS ).Desde dia01/12 que andamos a tentar trabalhar e não conseguimos . Necessito muito enviar os relatórios de Novembro .    ;RELATÓRIOS DO MÊS DE NOVEMBRO / ;2;Cluster C
05/07/2023 09:58;12131;2411;3;PM;Bom dia, Foi necessário criar uma empresa nova, que neste caso é MATOS2 e necessitamos a passagem do modulo do recursos humanos da MATOS para a MATOS2.    ;Bom dia, Foi necessário criar uma empresa nova, que neste caso é MATOS2 e necessitamos a passagem do modulo de recursos humanos da MATOS para a MATOS2.;2;Cluster C
23/11/2022 14:30;8494;2301;1;FS;Não consigo fazer o apuramento de resultados de 2021 no Primavera na empresa 223-Alce Filmes    ;"Erro - ""o exercicio de 2020 encontra-se aberto"" Anexo print do erro  ";3;Cluster D
19/04/2022 11:53;6201;2332;2;FS;O valor da declaração de Rendimentos da D. Margarida no ano de 2021 , continua sem ter o valor corrigido    ;Intervenção registada no Processo nº PAT/000/PRI/6385 - 2332;3;Cluster D
10/05/2023 14:49;11279;2361;1;TE;A DMR da SABD continua a sair com erros. Por favor contactar a SÓNIA PEIXOTO, tel     ;.;2;Cluster C
21/02/2024 11:43;14828;2333;1;PM;Ajuda no mapa de imobilizado     ;Ajuda no mapa de imobilizado ;1;Cluster B
03/03/2023 11:22;10211;2;2;FS;Deu erro quando tentei enviar o SAFT de mês de Fevereiro. Penso que deve ter que ver com um código de um país.    ;erro SAFT;2;Cluster C
01/02/2022 16:24;5199;2092;1;HR;Parametrização envio faturas por email    ;Pretendemos enviar os documentos comerciais diretamente para o e-mail do cliente.;0;Cluster A
29/08/2023 15:27;12782;1586;1;TE;"Fatura que sai em formato digital ""Fatura Crowe"" tem a data no rodapé de 2022. Pedimos que alterem para 2023.    ";"Fatura que sai em formato digital ""Fatura Crowe"" tem a data no rodapé de 2022. Pedimos que alterem para 2023.";3;Cluster D
14/12/2022 09:18;8723;2160;1;FS;Segundo informação da nossa contabilidade, é necessário entrar no programa de faturação e aceite este utilizador de modo a que as faturas passem a ter o código ATCUD. cód. de utilizador AMARAR: 506509125/4 cód. de utilizador BURGOFERTA: 508963869/1    ;.;2;Cluster C
28/12/2022 10:21;8900;4;1;FS;colocação nos documentos - faturas, notas credito .... do AT CUDE, que será obrigatório a partir de Janeiro 2023    ;colocação nos documentos - faturas, notas credito .... do AT CUDE, que será obrigatório a partir de Janeiro 2023;3;Cluster D
15/07/2021 14:48;2781;421;1;FS;Activação empresa no PAA - 1162020    ;a empresa esta configurada para executar a importação quer o saft quer do e-fatura, mas não está a funcionar.;3;Cluster D
10/11/2022 10:40;8352;1950;1;TE;Não conseguimos configurar a Extensão das Compras no Accounting Automation    ;Não estamos a conseguir configurar para novas empresas a extensão Compras no Accounting Automation . Apenas nos aparece a extensão Jasmin.;0;Cluster A
09/03/2023 16:41;10311;2301;1;FS;Taxa de IRS sobre o SMN    ;Boa Tarde, Na empresa 311-Newbridge o IRS recai sobre o ordenado mínimo, conseguem atualizar a tabela por favor? Porque é que ao abrirmos uma empresa nova nunca fica com a tabela atualizada? Obrigado. Fátima Capito;1;Cluster B
12/12/2022 10:40;8676;423;3;FS;Quero importar o ficheiro da DMR para as finanças e diz que houve actualização    ;Não sei fazer a actualização;2;Cluster C
16/12/2022 10:42;8769;273;1;PM;"ARTIGOS QUE NÃO MOVIMENTAM STOCK: exemplo artigo DEC-ESQUADRO INOX_ ; exemplo artigo MECANISMO . NESTE MOMENTO TEM STOCK DATA DE ENTRADA 7/11 E 12/12...  SERÁ QUE O DOCUMENTO DE COMPRA VGT V/GUIA DE TRANSPORTE ESTÁ A DAR ENTRADA NO STOCK!!!     ";Não consigo entender esta situação;2;Cluster C
15/03/2022 10:11;5775;2381;1;FS;Atualização das tabelas de IRS no programa Primavera.    ;Atualização das tabelas de IRS no programa Primavera.;2;Cluster C
16/11/2021 14:51;4052;1950;1;MR;Accounting Automation: Criação de entidades ou atualização dos códigos de terceiros    ;Accounting Automation: Criação de entidades ou atualização dos códigos de terceiros;2;Cluster C
29/12/2022 16:54;8955;2092;1;PM;preparação series 2023 - abertura de exercício    ;Boa tarde, gostaria de saber, por favor, se já está preparado o exercício de 2023 e se a partir do dia 02.01.2023 temos tudo devidamente operacional, tanto os POS da Maia, Campo e Paços de Ferreira, bem como todos os PC. Obrigado. ;3;Cluster D
15/10/2021 16:20;3720;2023;1;PM;calculo horas extra     ;  Boa tarde, pretendo esclarecer uma duvida em rela??o ao calculo de hora extra versus  tipo de processamento. Obrigada Helena Vilas-Boas;1;Cluster B
06/06/2023 16:52;11726;2361;1;AF;Na empresa Gira - A DMR está a ir buscar o valor de SA como rendimento sujeito a IRS e SS    ;.;2;Cluster C
12/12/2022 11:35;8679;2361;1;CR;ATCUD  Levantamento nº de mapas e empresas para orçamentação       ;podem pf contatar para  - para falarmos sobre a atualização prevista obrigado Sónia Peixoto;2;Cluster C
09/06/2023 13:52;11764;2092;2;AF;SAFT de abril 2023 inválido    ;a contabilidade não consegue enviar o SAFT de abril 2023 porque tem um erro e não consigo identifica-lo;3;Cluster D
10/11/2022 11:52;8358;2332;2;FS;A fatura 3045 do cliente 1891.0062 foi anulada, no agendamento continua activa. como anular para poder gerar outra? Nunca tive este problema.    ;*;2;Cluster C
21/09/2021 10:56;3419;1099;1;TE;PRIMAVERA V9    ;ACEDER EMPRESA;1;Cluster B
15/12/2022 08:41;8741;2301;1;FS;Comunicação  por webservice    ;"Bom Dia, Gostaríamos de saber se relativamente a esta comunicação, se a mesma é feita ""automaticamente"" pelo PRIMAVERA ou se temos que fazer algum processo para comunicar às finanças. Obrigado Fátima Capito ";1;Cluster B
01/09/2021 16:42;3217;2277;2;TE;Criação de nova Serie de Faturação - Decskill    ;Criação de nova serie FF3 com o mesmo layout da FF e FF2 e associar o IBAN: PT50.0035.0001.0000.0201.139.34 (BIC/SWIFT: CGDIPTPL);1;Cluster B
16/07/2021 10:59;2791;1576;1;FS;"- Após alteração de servidor, o Primavera não emite documento de Recibo editável (gera automaticamente); - Documentos gerados no Primavera em suporte HTML, necessário alterar para PDF    ";Por favor, contactar o ;2;Cluster C
16/05/2022 11:14;6490;107;1;TE;ao começar a lançar uma empresa em 2022 não aparecem as contas, só as principais como por ex a 11 a 12 etc    ;a bertura de ano aparece como no ficheiro enviado;3;Cluster D
30/01/2023 23:23;9636;421;1;HR;Não consigo enviar mails com os documentos.     ;Empresa: DNASP;0;Cluster A
18/08/2022 12:17;7550;421;1;TE;o erros de bloquear o primavera continuam    ;é necessário reiniciar o servidor de todas as vezes que acontece.;0;Cluster A
12/07/2023 10:25;12256;2411;2;TE;Bom dia, Quando tentamos criar conta para o banco Wise, BIG , ASK no PAA, diz que não é possível pois aba banco:[] encontra-se vazia o que não é verdade.     ;Bom dia, Quando tentamos criar conta para o banco Wise, BIG , ASK no PAA, diz que não é possível pois aba banco:[] encontra-se vazia o que não é verdade. ;2;Cluster C
30/12/2022 16:44;8963;4;1;TE;Não permite / não consigo consultar movimento de um artigo - dá erro    ;ão permite / não consigo consultar movimento de um artigo - dá erro;0;Cluster A
07/11/2022 11:57;8297;1900;1;HR;"Bom dia, após proceder às atualizações que estavam pendentes, hoje ao iniciar a Primavera Profissional, apareceu a seguinte msm ""Versão da plataforma inferior á esperada.Deve proceder á atualização da plataforma Primavera através do Administrador"".      ";Primavera Administrador, aparece o assistente de migração da aplicação Primavera V10, é para fazer?????? Obrigada;2;Cluster C
03/03/2023 17:54;10227;2045;1;FS;Erro ao enviar a faturação    ;Ao enviar a faturação em bloco , dá o erro , Erro ao executar o atalho selecionado. Reimpressão  Documentos: The system cannot find the path specified.  \\gessrv04\PRIMAVERA\ReimpressãoDocumentos\ReimpressaoDocumentos.exe  (erro em anexo) ;0;Cluster A
20/10/2022 12:38;8118;1533;3;RF;Problema com a rede Wifi no computador da Sofia    ;Computador da Sofia estar a dar problemas com a rede wifi;0;Cluster A
05/07/2023 12:40;12142;2332;2;AF;Precisava de alterar nos salarios algumas taxas de IRS, por favor contactarem me. Obrigada    ;*;2;Cluster C
09/02/2022 11:05;5323;2277;3;PM;Estamos sem acesso ao Administrador Primavera  Temos um erro: a conta 2382 aparece numa base de dados com valor de centro de custo mas não tem movimentos com centro de custo associado    ;acesso ao administrador Primavera;2;Cluster C
19/05/2022 10:28;6538;2411;3;PM;CORREÇÃO DE RETROATIVOS     ;Como é que se pode anular e fazer novo? empresa cliente - Gascan;1;Cluster B
27/03/2023 09:39;10572;2023;1;FS;ao fazer a importação do saft vendas no PAA ( ficheiro que enviamos para as finanças) , depois de descarregado cria clientes diferentes aos que eu tenho na fatura e no saft que enviamos. Plano de contas correto pelo ficheiro.    ;ao fazer a importação do saft vendas no PAA ( ficheiro que enviamos para as finanças) , depois de descarregado cria clientes diferentes aos que eu tenho na fatura e no saft que enviamos. Plano de contas correto pelo ficheiro.;2;Cluster C
31/08/2023 15:24;12807;1728;1;TE;não imprime A4    ;A IMPRESSAO DOS CTT NAO IMPRIME;0;Cluster A
27/06/2022 15:30;6975;2092;1;RF;Guias de Remessa não saem logo na primeira impressão com codigo AT. POS não está a gerar / aguardar por codigo AT.;;2;Cluster C
09/10/2023 10:51;13181;2301;2;PM;Configurar acessos conforme mail enviado pela Raquel Nabais    ;Configurar acessos conforme mail enviado pela Raquel Nabai;0;Cluster A
16/02/2022 17:47;5454;1728;1;HR;Solicitamos que  instalem o outlook no desktop da colaboradora Catarina Castro. Este Outlook deverá considerar 3 contas de email. Adicionalmente precisamos que expliquem como arquivar emails antigos no servidor para libertar espaço no email. Obrigada    ;.;2;Cluster C
30/12/2021 00:50;4526;421;1;PM;Ao processar os retroativos está a dar um erro - (empresa 116 - Clinica Dentária Rui Cerqueira, Ldª)    ;Necessito enviar os recibos hoje para pagamento aos funcionários.;2;Cluster C
19/06/2023 16:21;11870;1099;1;PM;EMPRESA VERDADALICIANTE    ;CONTINUA O PROBLEMA NO ACCOUNTING. NECESSITO CONFIGURAR IMPORTAÇÕES VENDAS PELO FICHEIRO SAFT. SEMPRE QUE CRIO EMPRESA NOVA HÁ ESTE PROBLEMA. AGRADEÇO QUE ME EXPLIQUEM O QUE FAZER.;1;Cluster B
19/02/2022 11:20;5488;2332;2;PM;Os Extractos dos Diários ao serem impressos , tem 2 colunas repetidas ( Conta Origem) e a largura da coluna da discrição é muito pequena.     ;.;2;Cluster C
11/04/2023 09:24;10853;2411;1;TE;Restaurar um ficheiro do backup que esta na rede. O ficheiro foi copiado com dados de 2022.  Z:\Contabilidade\EMPRESAS\Hipótese Certa\Declarações Fiscais Anuais\Mapa de Fim de Ano\2021\CALC IRC Hipotese Certa 2021.xls  Sergio Monteiro     ;Restaurar um ficheiro do backup que esta na rede;3;Cluster D
02/09/2022 15:00;7650;2160;1;PM;Pelos vistos houve uma atualização no portal das finanças que não permite enviar os ficheiros SAFT que saem do programa de faturação PHC. Foi nos dito que isso acontece porque o PHC precisa de ser atualizado.  Podem verificar este assunto?      ;já é possível  exportar o SAFT global ( com faturas e recibos)?;2;Cluster C
07/02/2022 11:52;5269;2333;1;FS;URGENTE - envio de 2 segurança sociais com apoio á familia estão a dar erro ,     ;URGENTE - envio de 2 segurança sociais com apoio á familia estão a dar erro ;0;Cluster A
03/01/2024 10:10;14030;2333;1;AF;Ajuda em salários - URGENTE para envio de seg social  Abrir novas series de faturação , já falei com a Sara pode ser feito .     ;Ajuda em salários - URGENTE para envio de seg social  Abrir novas series de faturação , já falei com a Sara pode ser feito . ;2;Cluster C
28/06/2022 14:38;6992;2277;1;FS;falta de documento de faturação    ;Foi criada uma nova empresa, a Legenda Célere. Foi emitida a fatura 1. No entanto não existe documento FA configurado para se poder enviar ao cliente;0;Cluster A
21/09/2022 14:40;7803;2411;2;TE;Configuração e integração de faturas numa empresa nova    ;Configuração e integração de faturas numa empresa nova;0;Cluster A
04/02/2022 09:17;5234;1987;3;TE;Imprimir Notas  PDF    ;Imprime directamente para a impressora e necessitamos dos PDF's;1;Cluster B
14/06/2022 10:32;6864;2354;1;TE;Envio modelos    ;A/c: Srº Hernâni.  Conforme conversa telefónica envio em anexo o modelo do documento como deve ficar (a NGT igual à GT)  Obrigada. ;1;Cluster B
29/01/2024 14:32;14456;2301;1;AF;Criação de uma rubrica de gorjetas com 10% IRS  Na empresa 282-CarlosCabaça, existem 2 funcionários que querem efetuar um desconto de 10% sobre as gorjetas.    ;Boa Tarde, tentei criar uma remuneração com essa particularidade mas não consigo, pois o valor acresce ao restante...peço-vos o favor de criarem esta rubrica. Muito obrigada Fátima Capito ;2;Cluster C
05/06/2023 11:53;11704;2301;1;TE;Apuramento de resultados de 2021 na empresa Alce Filmes_223     ;Bom Dia, Não se consegue apurar os resultados de 2021, uma vez que aparece a indicação que o 2020 se encontra em aberto. Peço que me liguem para que eu possa compreender o que se passa e como se pode resolver esta situação. Obrigado Raquel Nabais;3;Cluster D
01/08/2022 13:06;7367;1728;1;TE;URGENTE :  ANULAR A DV5 2022/7 , POR LAPSO FOI FEITA NAS VENDAS / ENCOMENDAS. PRECISO QUE LIBERTEM . É UMA CLIENTE TAX   FREE VAI DE VIAGEM    ;URGENTE Cliente pediu para anular processo;3;Cluster D
19/05/2022 12:33;6547;1950;1;TE;Fiscal Rporting - Erro Ligação    ;"Não consigo atualizar os dados da declaração recapitulativa, porque tenho o seguinte erro: ""As ligações aos dados não estão corretamente configuradas. Por favor valide as definições na área de Administração."".";1;Cluster B
17/05/2023 17:57;11398;1950;1;MR;Não conseguimos abrir o Accounting Automation    ;Não conseguimos abrir o Accounting Automation. Aparece uma mensagem a dizer que não temos permissões para utilizar a aplicação.;0;Cluster A
02/05/2023 10:34;11135;2045;1;FS;Base de dados Euskalduna , colocar IBAN PT50007900008226033410168 , no mapa de impressão     ;Base de dados Euskalduna , colocar IBAN PT50007900008226033410168 , no mapa de impressão ;0;Cluster A
15/09/2022 08:43;7764;2301;1;FS;Erro na integração dos subsídios de férias e natal na empresa TUMBAO    ;"Quando faço a integração dos vencimentos na empresa 070-TUMBAO, aparece uma mensagem com indicação que ""Existem processamentos sem movimentos"". Envio print para vos ajudar a compreender o que escrevi. Obrigado. Fátima Capito";0;Cluster A
26/07/2022 11:27;7284;2301;1;TE;Mapa de depreciações Cergam    ;Existe alguma divergência nos mapas de depreciações da empresa Cergam, pois os valores não estão corretos. Não aparecem as amortizações de 2019, apesar de processadas no administrador.  Alguma dúvida podem ligar para a Raquel Nabais.  Obrigado.;1;Cluster B
20/06/2022 12:59;6902;2277;3;HR;Problema de tamanho de letras no Primavera mas noutro computador.     ;Solução de mudança de letras não resolve o problema. Redução para 100% faz letras ainda mais pequenas. Ligar para Ricardo Baptista - ;2;Cluster C
16/12/2021 12:32;4370;1842;1;TE;testeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee    ;testeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee;1;Cluster B
06/06/2023 09:22;11713;107;1;TE;recursos humanos  retenção na fonte    ; PROCESSO CRIADO EM DUPLICADO  INTERVENÇÃO REGISTADA NO Processo Nº PAT/000/PRI/11672 - 0107;1;Cluster B
09/08/2022 08:27;7467;2361;1;FS;o funcionário 80085 está a processar 1 dia de subs de alimentação em MAIO que é referente a ABRIL    ;.;2;Cluster C
09/03/2022 10:57;5706;1099;1;FS;EMPRESA - MAVIVA PORTUGÁLIA    ;Necessito alterar o IBAN que vai nas faturas para um novo (em anexo);1;Cluster B
05/01/2022 16:50;4727;2301;1;TE;FiscalReporting    ;Tenho que alterar todos os meses o código da repartição de finanças de algumas empresas. Vou ao administrador, gravo processo e fica bem, no mês seguinte volta a ter o código errado... Obrigada  Fátima Capito ;1;Cluster B
15/07/2022 17:07;7202;2361;1;TE;o funcionário 40094 da Mgs não está a reter irs, o que não é possível face ao vencimento    ;.PROCESSO CRIADO EM DUPLICADO;0;Cluster A
20/10/2022 11:54;8119;1533;2;TE;Bom dia  Continuamos à  espera de instalar o certificado atualizado, não sei o que se passa, nos computadores todos deixou de aparecer menos no computador da Georgina que continua aparecer    ;Boa tarde,  Resposta do Sr. Rui Ferreira( Já encaminhei a situação internamente, durante a próxima semana contactamos para instalar o certificado atualizado ou damos feedback.  ;2;Cluster C
12/09/2022 10:25;7728;1987;2;PM;Movimento conta corrente cliente    ;Preciso que este movimento errado desapareça  FAA 02/2017;1;Cluster B
03/11/2022 09:00;8252;1987;3;PM;Na transformação de documentos a lista de documentos para transformar aparece incompleta, não mostra os documentos todos.    ;Por exemplo no fornecedor Hydac ES só aparecem VGT até Abril e a 905 não aparece o mesmo com a Hydac Alemanha 1001;0;Cluster A
29/06/2023 15:54;12035;50;3;TE;Após instalar as atualizações disponíveis, o primavera não abre.     ;Após instalar as atualizações disponíveis, o primavera não abre. ;2;Cluster C
08/05/2023 15:29;11242;2411;2;PM;Nao conseguimos enviar a comunicaçao das facturas , via WEBSERVICE, para o Portal das Finanças.  Sérgio Monteiro    ;Nao conseguimos enviar a comunicação das faturas , via WEBSERVICE, para o Portal das Finanças.  Sérgio Monteiro;2;Cluster C
28/10/2022 15:15;8224;2045;1;FS;Como efetuar a comunicação prévia das séries de faturação à AT e impressão do ATCUD.     ;Como efetuar a comunicação prévia das séries de faturação à AT e impressão do ATCUD. ;2;Cluster C
03/11/2022 10:19;8256;2361;1;TE;alterar o valor do subs de alimentação para 5.2€ em todas as empresas: TW, MGS, SABD, TAL( novo limite de isenção de IRS )    ;.;2;Cluster C
16/02/2024 15:56;14770;50;1;HR;O Primavera e a integração do PAA no ERP cada vez mais lenta, chega a ser desesperante. Penso que uma das causas poderá ser o consumo excessivo de memoria por parta do SQL. Anexo foto o consumo da memoria e pedia que soluções para melhorar o desempen    ;O Primavera e a integração do PAA no ERP cada vez mais lenta, chega a ser desesperante. Penso que uma das causas poderá ser o consumo excessivo de memoria por parta do SQL. Anexo foto o consumo da memoria e pedia que soluções para melhorar o desempen;2;Cluster C
14/12/2023 09:23;13813;903;1;AF;Quando são introduzidas baixas, inferiores a 30 dias, o primavera desconta logo parte do subsidio Natal, gostaria de alterar esta situação. Obrigada    ;Quando são introduzidas baixas, inferiores a 30 dias, o primavera desconta logo parte do subsidio Natal, gostaria de alterar esta situação. Obrigada;2;Cluster C
23/02/2023 17:19;10078;2333;1;PM;Ajuda com depreciações     ;Ajuda com depreciações ;1;Cluster B
16/01/2023 16:11;9369;4;1;TE;STOCK ARTIGO    ;PROCESSO CRIADO EM DUPLICADO;1;Cluster B
18/04/2022 10:32;6188;2411;1;FS;Não consigo trabalhar no fiscal reporting e confirmei que mais nenhum colega tem o mesmo problema.    ;Não consigo trabalhar no fiscal reporting e confirmei que mais nenhum colega tem o mesmo problema.;2;Cluster C
25/03/2022 17:05;5938;1950;1;PM;No módulo de tesouraria, no lançamento de faturas, como introduzir o desconto do valor que já foi adiantado, uma vez que não é possível introduzir o valor negativo?  Contactar Sara Borges ()    ;Por exemplo:  1 - Temos uma fatura de Adiantamento de 100€ [lançamento (D)228/(C)221 100€] 2 - Fatura final de 120, mas que só falta pagar 20€ [lançamento (D)62 120€/(C)228 100€ + (C) 221 20€ De que forma podemos fazer este lançamento? ;2;Cluster C
17/05/2023 15:11;11392;2411;1;PM;Solicito a anulação das duas ultimas rubricas D01 no valor de 0.09€ no recibo que envio em anexo relativo à BD MCPAS, funcionário 008-MARLENE DOS SANTOS TAVARES.    ;Solicito a anulação das duas ultimas rubricas D01 no valor de 0.09€ no recibo que envio em anexo relativo à BD MCPAS, funcionário 008-MARLENE DOS SANTOS TAVARES.;2;Cluster C
19/05/2022 13:25;6549;1950;1;TE;Fiscal Reporting - Erro de ligação     ;As ligações aos dados não se encontram corretamente configuradas.;1;Cluster B
